Label	Distance	Astro_m1	Astro_m2	Endo_m1	Endo_m2	Inter_m1	Inter_m2	Micro_m1	Micro_m2	Oligo_m1	Oligo_m2	CA1_m1	CA1_m2	SS_m1	SS_m2	All_m1	All_m2
Ndufs2	6976	29	0	24	1	246	0	6	0	319	0	657	0	171	0	1452	1
Ppox	222	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
Usp21	1	0	0	1	0	6	1	0	0	5	0	9	5	2	0	23	6
Ufc1	146	31	13	34	15	155	160	23	4	421	121	615	438	211	214	1490	965
Nit1	1	6	3	5	3	43	10	2	2	131	57	151	55	61	15	399	145
Ly9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slamf7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vangl2	1	0	0	0	1	0	0	0	0	2	2	0	0	1	0	3	3
Ncstn	33	1	0	2	0	4	0	0	0	19	0	15	1	8	1	49	2
Pea15a	15	41	2	41	0	253	3	14	0	775	26	825	10	115	3	2064	44
Casq1	5867	0	0	0	0	0	0	0	0	29	0	0	0	0	0	29	0
Atp1a4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj9	6	1	0	1	0	14	4	0	0	8	0	50	1	41	0	115	5
ENSMUST00000169111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrl6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apcs	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darc	12	1	0	2	0	0	0	0	0	0	0	0	1	0	1	3	2
Cadm3	195	0	0	0	0	9	0	0	0	1	0	33	0	3	0	46	0
AI607873	1	0	0	1	1	0	0	5	2	5	3	1	0	0	0	12	6
Ifi204	3	0	0	0	2	0	0	33	9	9	5	1	0	1	0	44	16
ENSMUST00000155076	6	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1
Mnda	12	0	0	0	0	0	0	53	31	28	13	5	0	3	2	89	46
Ifi205	104	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Grem2	53	0	0	0	1	1	0	0	0	0	0	1	2	1	0	3	3
Rgs7	1	1	0	0	0	1	0	0	0	0	0	6	0	1	0	9	0
Fh1	1	33	9	35	9	172	34	17	11	203	80	493	164	189	93	1142	400
Opn3	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
Pld5	18	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
Cep170	135	0	0	0	0	0	0	0	0	4	3	5	2	0	0	9	5
Akt3	97	1	0	0	0	1	0	0	0	0	2	2	0	0	0	4	2
2310043L19Rik	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adss	14	1	0	3	0	13	1	0	0	6	0	70	1	4	1	97	3
uc007duy.1	3	1	3	1	0	8	2	0	0	5	9	47	29	21	11	83	54
Hnrnpu	8509	3	0	0	2	3	5	2	1	7	4	27	18	5	3	47	33
Smyd3	1	4	0	10	0	30	6	2	0	62	2	91	21	64	18	263	47
Tfb2m	1	4	0	6	2	23	3	1	0	29	2	81	9	20	2	164	18
Ahctf1	1	1	0	0	0	0	0	0	0	1	0	4	1	0	0	6	1
Adck3	1	1	2	1	0	9	6	0	0	10	11	191	21	24	11	236	51
Psen2	32	2	1	0	0	5	1	0	0	13	3	15	3	2	0	37	8
H3f3a	4	367	1	683	0	579	3	234	2	4230	5	3592	27	1042	9	10727	47
Nvl	11	7	0	14	1	37	3	4	0	109	4	159	12	53	9	383	29
Wdr26	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	2
ENSMUST00000070987	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enah	4	0	0	0	0	2	0	0	0	1	0	3	1	1	0	7	1
Degs1	495	71	1	40	0	144	6	15	0	2060	3	457	2	120	3	2907	15
Capn2	44	1	0	2	1	3	2	0	0	13	4	2	4	0	1	21	12
1700056E22Rik	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hlx	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mosc1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mosc2	18561	0	1	5	1	3	0	4	0	10	0	17	4	8	13	47	19
Mark1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9630028B13Rik	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
Tgfb2	27	0	1	3	1	9	2	0	0	0	0	23	19	0	0	35	23
Rrp15	7	13	2	12	1	30	1	6	0	47	1	134	7	39	2	281	14
Spata17	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	2	2
Kctd3	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	6	0
Kcnk2	345	7	0	2	0	5	0	0	0	7	0	50	0	39	1	110	1
Cenpf	11	1	0	2	0	0	0	0	0	3	0	4	2	0	0	10	2
Smyd2	7	0	0	3	0	27	0	1	0	18	0	102	0	25	0	176	0
Prox1	1141	1	0	0	0	2	0	0	0	15	0	1	0	1	0	20	0
Rps6kc1	1	1	0	2	0	3	0	0	0	17	0	14	0	10	0	47	0
Vash2	193	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
Tatdn3	5	5	2	4	2	18	10	2	0	48	5	62	24	10	6	149	49
Atf3	34668	62	0	145	0	11	0	81	0	267	0	63	1	31	0	660	1
Ppp2r5a	450	0	0	0	0	1	0	0	0	0	0	3	0	1	0	5	0
Dtl	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Rcor3	61	0	0	0	0	1	1	0	0	3	0	7	1	0	2	11	4
Sertad4	113	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Syt14	24	0	0	0	0	0	0	0	0	1	0	9	7	2	3	12	10
Diexf	1	0	0	0	0	1	0	0	0	2	0	8	0	2	0	13	0
Traf3ip3	3525	0	0	0	0	0	0	4	0	0	0	2	1	0	0	6	1
Hsd11b1	21634	121	0	1	3	30	6	3	0	34	4	119	42	21	38	329	93
Camk1g	1	0	0	3	0	41	4	0	0	5	3	44	35	22	3	115	45
Mir205	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr1l	128	10	5	33	51	22	6	8	8	107	55	90	34	46	20	316	179
Cr2	57	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Lypla1	314	22	0	25	0	39	0	12	0	81	0	98	0	50	0	327	0
Tcea1	55	33	0	51	0	125	2	3	0	325	2	803	11	253	5	1593	20
Rb1cc1	35019	3	0	2	0	7	4	0	0	9	2	43	6	13	0	77	12
St18	29	2	0	0	0	4	0	1	0	432	14	8	0	13	0	460	14
Pcmtd1	49	9	3	18	4	26	7	7	0	91	28	51	17	32	3	234	62
Rrs1	6	0	0	1	0	1	0	0	0	3	0	2	0	1	0	8	0
Adhfe1	9	31	2	0	0	1	0	1	1	14	0	14	0	1	0	62	3
3110035E14Rik	3	54	27	24	13	99	135	22	16	325	163	4666	4151	2418	1343	7608	5848
Sgk3	50074	2	1	6	0	3	0	9	0	71	6	22	12	13	2	126	21
6030422M02Rik	6	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0
Cspp1	1	5	9	5	3	46	10	2	1	48	22	161	65	44	26	311	136
Prex2	148	6	1	5	0	0	0	0	0	2	0	6	0	0	1	19	2
A830018L16Rik	115	0	1	0	1	3	17	0	0	6	5	47	27	26	30	82	81
Sulf1	1	1	0	0	0	0	0	0	0	2	3	1	0	8	0	12	3
Xkr9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terf1	3	6	0	11	0	18	1	1	0	43	0	54	0	25	0	158	1
Rdh10	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tmem70	1	6	0	2	0	32	0	1	0	23	0	157	1	26	0	247	1
Ly96	1	5	4	7	2	4	1	38	4	42	4	9	2	9	2	114	19
Pi15	30	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
Crispld1	344	0	1	0	0	5	3	0	0	2	1	4	0	0	0	11	5
Tfap2b	141	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	2
Paqr8	4	6	3	0	2	3	2	0	0	58	31	13	7	4	5	84	50
Efhc1	27	0	3	0	0	1	0	0	0	3	1	4	0	0	0	8	4
Tmem14a	1	11	14	5	4	59	76	0	1	159	104	391	294	162	129	787	622
Gsta3	5	0	0	0	0	0	0	0	0	0	0	9	2	0	0	9	2
Mir30a	515	1	0	7	0	2	0	0	0	12	0	8	0	4	0	34	0
Mir30c-2	54	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0
B3gat2	169	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
Col9a1	17481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	32	27	3	21	1	66	11	18	0	650	29	106	21	76	6	964	71
4930521A18Rik	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab23	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	1
Dst	115557	5	1	2	1	9	0	1	0	15	18	35	1	11	0	78	21
Ptpn18	20	0	0	5	0	1	0	15	0	12	3	3	1	4	0	40	4
Fam123c	168	0	0	0	0	0	0	0	0	2	0	4	0	1	0	7	0
uc007ape.1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0
Arhgef4	51052	0	0	0	0	10	0	0	0	1	0	39	0	5	1	55	1
Plekhb2	1	19	2	12	0	292	36	12	0	112	12	310	52	157	31	914	133
Arid5a	6	6	0	2	0	1	0	5	0	22	0	5	2	6	0	47	2
Zap70	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000169057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	8	0	0	0	0	0	0	0	0	5	0	4	0	4	0	13	0
Unc50	111	9	0	20	0	53	0	5	0	217	1	173	2	43	0	520	3
Lipt1	96	1	0	0	1	2	1	0	0	3	4	1	1	2	0	9	7
Eif5b	1	19	7	40	7	81	24	17	1	193	51	534	149	182	38	1066	277
Pdcl3	1	7	8	23	21	51	14	5	7	107	78	112	34	35	21	340	183
Rpl31	11	18	5	15	6	50	62	5	0	111	38	206	164	71	61	476	336
Map4k4	62	0	0	0	0	0	0	0	0	3	1	0	1	0	0	3	2
Il1r2	22	0	0	0	0	0	0	0	0	2	0	0	1	5	0	7	1
Il1r1	41531	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1
Il1rl1	10177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Il18r1	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il18rap	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	216	0	0	0	1	0	0	0	0	0	0	3	1	0	0	3	2
Slc9a2	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2
Gpr45	119	0	0	0	0	0	0	0	0	0	0	13	0	1	0	14	0
Nck2	11414	0	0	0	0	0	0	0	0	1	0	3	0	0	0	4	0
1500015O10Rik	8	91	10	50	7	4	0	21	1	274	33	10	0	14	0	464	51
Tpp2	350	5	0	14	0	39	1	2	0	91	0	149	0	62	0	362	1
Bivm	429	1	2	0	0	15	5	0	1	10	12	50	25	11	13	87	58
Ercc5	1	0	0	1	0	2	0	0	0	10	2	6	3	2	1	21	6
Gulp1	147	5	0	8	0	3	0	1	0	6	1	3	0	1	0	27	1
Wdr75	1	12	3	17	1	56	24	3	0	87	37	213	84	85	32	473	181
Dnahc7a	7639929	7	2	0	0	4	0	0	0	3	1	41	0	28	0	83	3
Tmeff2	1	11	0	7	0	65	4	1	0	2111	9	190	6	76	3	2461	22
Sdpr	99	1	3	31	16	0	0	1	1	10	9	2	3	5	1	50	33
Stat4	31	2	0	0	1	0	0	1	0	0	0	0	0	6	1	9	2
Stat1	31	3	1	7	3	1	0	3	0	28	2	18	0	4	0	64	6
Hibch	5	24	6	6	2	24	3	2	2	118	14	56	4	29	2	259	33
Ormdl1	1	4	2	11	1	14	4	7	3	138	29	53	20	19	11	246	70
Osgepl1	6	8	0	17	0	61	2	2	0	121	3	171	6	73	4	453	15
Ccdc150	79293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob4	1	53	6	71	1	299	13	18	0	340	5	1073	24	360	3	2214	52
Plcl1	192	0	0	0	0	0	0	0	0	1	0	2	1	0	0	3	1
Spats2l	76	3	0	1	2	42	9	1	0	10	5	46	25	32	11	135	52
Aox1	6	5	0	1	0	0	0	0	0	1	0	0	1	0	0	7	1
Aox3	9040	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bzw1	236	63	0	110	0	372	0	36	0	1447	0	1059	0	573	1	3660	1
Nif3l1	1	2	5	2	5	17	17	0	2	35	16	32	21	10	5	98	71
Ndufb3	141	143	4	142	2	921	19	48	1	1195	27	2836	112	1105	33	6390	198
Cflar	1714	5	4	6	5	6	1	10	7	34	33	25	27	6	11	92	88
Casp8	7143	6	0	12	3	0	0	5	2	8	3	4	1	3	0	38	9
Stradb	45	0	0	1	0	4	3	0	0	7	0	5	2	9	1	26	6
Fzd7	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bmpr2	14	0	0	1	0	0	0	0	0	2	1	2	0	0	1	5	2
Fam117b	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal1	959	2	0	13	0	10	0	0	0	34	0	16	0	7	1	82	1
Cyp20a1	1	15	4	21	4	21	2	6	0	343	37	57	9	26	3	489	59
Abi2	15	2	3	3	0	10	5	0	0	24	19	51	52	20	26	110	105
LOC100048845	1	0	0	0	0	1	0	3	3	6	0	0	0	0	0	10	3
LOC100505288	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icos	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp2	485	0	0	0	0	2	2	0	0	0	0	3	1	0	0	5	3
uc007bft.1	1	1	0	2	0	5	0	0	0	21	0	12	0	4	0	45	0
Eef1b2	196	188	11	387	16	618	97	197	1	2365	70	2620	212	943	116	7318	523
Zdbf2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam23	73	0	0	0	0	1	0	0	0	0	0	5	0	0	0	6	0
Creb1	1	2	0	6	0	13	1	4	0	31	7	32	7	7	2	95	17
Ccnyl1	442	0	0	0	0	0	0	0	0	11	1	0	0	0	0	11	1
Pikfyve	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	1
ENSMUST00000118496	55	5	0	8	2	1	0	3	1	11	3	1	0	3	0	32	6
Mtap2	33	6	3	6	0	84	68	1	0	33	18	438	494	177	111	745	694
Unc80	366	1	0	1	0	3	1	1	0	0	0	56	0	22	1	84	2
Rpe	1	7	2	5	3	18	12	2	4	101	33	88	21	31	15	252	90
Cps1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc007biz.1	181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Spag16	38	1	0	0	0	0	0	0	0	1	0	1	1	0	0	3	1
Vwc2l	87	0	0	0	0	2	2	0	0	0	0	0	1	1	0	3	3
Atic	1	7	0	3	0	13	2	1	0	38	1	61	14	11	8	134	25
Gm8883	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc5	60	1	1	2	0	15	6	0	0	33	18	33	17	20	2	104	44
Rpl37a	3	171	1	377	0	414	11	175	0	1139	17	1306	37	600	10	4182	76
Igfbp2	24603	2	3	0	0	0	0	0	0	3	1	2	1	2	1	9	6
Cxcr2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Arpc2	1	9	0	23	0	25	0	15	0	114	0	285	0	37	0	508	0
Pnkd	47520	87	0	40	0	144	0	11	0	802	1	575	7	218	2	1877	10
Slc11a1	350	0	0	0	0	0	0	6	2	3	0	0	0	1	0	10	2
Ctdsp1	52	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Vil1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rqcd1	200	1	0	0	0	7	0	1	0	8	2	26	2	3	0	46	4
Plcd4	1	20	1	0	0	3	1	0	0	7	0	4	2	0	0	34	4
Bcs1l	15	3	8	1	3	30	22	2	3	31	40	139	63	54	22	260	161
Stk36	24	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0
Ttll4	1	1	1	0	0	1	0	0	0	4	1	2	2	0	2	8	6
Cyp27a1	215	0	1	1	0	1	0	5	2	46	14	4	0	0	1	57	18
Wnt6	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt10a	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r2	5	0	0	0	0	0	0	0	0	0	0	2	0	2	1	4	1
Fam134a	442	0	0	0	0	0	4	0	0	1	0	5	0	1	2	7	6
Zfand2b	1	1	1	3	0	21	9	1	0	24	17	60	28	16	8	126	63
Dnajb2	1	5	1	1	4	3	2	1	0	58	56	5	10	7	3	80	76
Des	1674	0	0	7	3	0	0	0	0	1	0	1	0	0	0	9	3
Speg	14465	0	2	0	0	0	0	0	0	0	1	4	0	1	0	5	3
Gmppa	6	6	0	6	0	29	0	2	0	57	0	81	0	28	0	209	0
Accn4	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	8	1	0	0	0	2	0	0	0	1	0	11	0	2	0	17	0
Inha	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
Stk11ip	151	0	0	0	0	1	0	0	0	4	4	4	0	3	1	12	5
Slc4a3	133	0	0	0	0	0	1	0	0	0	0	3	1	1	0	4	2
Sgpp2	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	4	0
Mogat1	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Acsl3	2	21	1	2	1	3	2	3	0	131	30	67	5	10	1	237	40
1700016L21Rik	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430031J16Rik	19	0	0	0	0	3	1	0	0	0	0	4	1	2	4	9	6
Rhbdd1	22444	0	0	1	0	3	0	0	0	28	0	1	0	5	0	38	0
Col4a3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mff	10	21	0	33	3	137	16	7	1	196	7	622	67	98	6	1114	100
Agfg1	129	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1
Fbxo36	190	23	0	10	1	18	0	2	1	263	3	67	3	27	2	410	10
Sp140	160	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	1
Sp100	3	0	0	13	9	0	1	1	0	7	0	0	0	0	0	21	10
Itm2c	11757	8	1	5	0	18	0	2	0	17	3	181	10	42	1	273	15
Spata3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	1	20	11	21	22	158	107	6	8	243	163	482	318	126	81	1056	710
B3gnt7	210	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Chrnd	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	307	11	8	28	14	38	46	20	7	272	115	182	153	57	84	608	427
Efhd1	39	0	0	0	0	0	0	0	0	30	0	4	0	0	0	34	0
Gigyf2	1	8	2	17	0	46	8	4	2	85	5	165	13	73	3	398	33
3110079O15Rik	24	2	0	0	0	0	0	0	0	1	1	0	0	1	3	4	4
Neu2	23	0	0	0	0	0	0	0	0	2	0	0	0	8	2	10	2
Inpp5d	7	1	0	3	0	0	0	15	0	7	0	0	0	1	0	27	0
Sag	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	3	0	0	0	0	0	0	17	5	4	2	1	0	3	0	25	7
Ugt1a6a	31533	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUST00000120438	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	351	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0
Sh3bp4	14	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1
Agap1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlph	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
Lrrfip1	54622	0	1	2	16	20	1	0	7	8	2	100	7	11	4	141	38
Rbm44	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	1	85	17	33	9	80	19	1	0	55	11	1071	120	209	38	1534	214
Ube2f	1	15	2	24	0	68	6	13	0	202	11	236	29	90	9	648	57
Scly	1	1	1	1	2	5	4	1	0	22	6	8	6	4	2	42	21
Espnl	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam132b	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf3ip1	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1
Asb1	105	0	0	0	0	2	1	0	0	1	0	2	0	0	0	5	1
Twist2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc1	6	0	0	0	0	0	0	0	0	2	0	1	1	0	0	3	1
Rnpepl1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn10	11	0	0	1	0	10	0	0	0	2	0	19	0	2	1	34	1
Aqp12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept2	140	20	1	55	2	12	0	16	0	514	24	88	3	16	2	721	32
Farp2	1	0	0	0	0	0	1	0	0	10	10	4	3	0	0	14	14
Bok	56	1	0	9	1	10	0	1	0	2	0	25	3	12	1	60	5
Atg4b	20	7	0	8	0	15	0	3	0	54	2	83	4	33	3	203	9
D2hgdh	15	2	0	0	0	5	0	1	0	8	9	5	4	4	0	25	13
Fam174a	1	1	0	0	0	14	11	0	0	18	13	18	20	7	3	58	47
uc007cfd.1	2	0	0	0	0	1	1	0	0	0	3	2	1	4	2	7	7
Gin1	12	5	0	4	0	29	0	0	0	73	1	143	0	40	0	294	1
1810006J02Rik	8	0	0	3	0	0	0	0	0	0	0	1	0	0	0	4	0
Cntnap5b	17	0	0	0	0	2	0	0	0	0	0	2	1	0	3	4	4
Cdh20	266	2	0	0	0	0	0	0	0	27	3	2	0	2	0	33	3
2310035C23Rik	1	1	0	0	0	0	0	0	0	6	1	7	1	0	0	14	2
Zcchc2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlpp1	40	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0
Serpinb5	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb12	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb2	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb10-ps	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb8	14	0	0	0	0	1	3	17	5	7	6	4	0	16	6	45	20
uc011wqh.1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clasp1	1	2	0	10	0	11	1	0	0	11	1	31	0	10	0	75	2
Tfcp2l1	31	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Sctr	13	1	2	1	0	0	0	0	0	1	0	1	0	0	0	4	2
C1ql2	21	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
En1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc93	1	1	0	1	0	5	0	5	0	15	1	26	4	14	0	67	5
uc007cjz.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	2	0	0	0	0	2	0	0	0	7	0	12	0	1	0	22	0
Gpr39	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat5	142	1	2	0	0	0	0	0	0	8	3	9	3	1	2	19	10
Acmsd	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	1	10	0	14	0	47	2	14	0	105	4	319	34	84	2	593	42
R3hdm1	1	11	0	20	1	66	7	2	0	85	9	302	29	116	8	602	54
Ubxn4	78	7	3	11	0	35	16	2	2	28	35	51	74	7	10	141	140
Thsd7b	1	0	1	0	0	1	0	0	0	1	0	22	7	6	0	30	8
ENSMUST00000125681	242	6	0	3	0	34	0	0	0	17	0	36	0	6	0	102	0
Yod1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA986860	108	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1
Pigr	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faim3	12538	0	0	0	0	0	0	0	0	0	0	2	0	3	0	5	0
Eif2d	1	5	2	4	2	22	2	4	0	71	16	87	7	29	1	222	30
Fam72a	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctse	23460	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
5430435G22Rik	23	0	0	0	0	1	0	0	0	190	44	8	0	8	3	207	47
Slc26a9	6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc41a1	9	2	2	3	1	2	2	0	0	1	2	11	1	0	1	19	9
Rab7l1	211	3	3	7	11	4	0	3	3	29	13	9	11	1	1	56	42
Nucks1	136	6	0	6	0	21	5	1	1	41	5	118	18	33	3	226	32
Slc45a3	14	0	0	1	0	0	0	0	0	43	20	0	1	0	1	44	22
Elk4	166	0	0	3	0	0	1	0	0	0	1	2	1	0	0	5	3
Klhdc8a	428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Nuak2	52	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0
uc007coq.1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Dstyk	87	0	0	0	0	1	0	0	0	7	1	3	1	0	0	11	2
Lrrn2	57	0	0	0	0	1	1	0	0	0	0	14	5	3	0	18	6
Pik3c2b	105	0	1	0	0	0	0	0	0	2	2	1	0	0	0	3	3
Ppp1r15b	1	0	0	5	0	1	1	0	1	13	11	9	2	1	1	29	16
Plekha6	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnk2	118	0	0	0	1	0	0	0	0	1	0	2	1	0	0	3	2
Fmod	2	1	0	3	1	0	0	0	0	0	0	0	1	0	0	4	2
Chi3l1	275	7	3	0	0	1	0	0	0	5	0	3	3	1	0	17	6
Myog	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Cyb5r1	325	12	0	38	1	68	1	22	0	121	2	479	12	79	2	819	18
Adipor1	202	4	2	6	0	6	3	6	4	34	38	30	26	7	1	93	74
Klhl12	1	0	0	0	0	9	0	0	0	7	0	34	1	6	0	56	1
Kdm5b	1	1	0	0	0	0	1	0	0	4	2	4	2	1	0	10	5
Syt2	62603	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Ube2t	1	1	0	3	0	3	1	2	0	9	3	9	3	7	1	34	8
Ptpn7	513	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Arl8a	60	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
ENSMUST00000110798	763	5	9	14	6	114	22	2	4	83	20	658	78	287	57	1163	196
Lmod1	1	3	0	19	5	0	0	1	2	5	0	3	1	2	0	33	8
Phlda3	39	0	0	0	0	0	0	0	0	9	0	1	0	0	0	10	0
Tnni1	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
